model_id,trait_id,direction_type,alpha,trait_score_mean,trait_score_std,coherence_score_mean,coherence_score_std,n_responses,mean_cross_trait_leakage
llama_3_1_8b_instruct,toxicity,averaged,0.5,1.1146374805931083,5.823722228042173,72.50526590042587,12.270971946543316,200,47.00437134838027
llama_3_1_8b_instruct,toxicity,averaged,1.0,2.016891441586728,9.681281362841005,71.5835474950277,12.549657877579444,200,46.95544915734102
llama_3_1_8b_instruct,toxicity,averaged,1.5,1.826756872137935,8.35114070947408,71.75033147350767,13.395465271655295,200,45.96640315087488
llama_3_1_8b_instruct,toxicity,averaged,2.0,3.0995971474657193,13.601127259740169,71.77181926761743,13.375680114712772,200,46.21496934508427
llama_3_1_8b_instruct,toxicity,averaged,2.5,3.358832805022694,13.634284808496059,70.74880114125209,13.717296899995699,200,45.45045798437643
llama_3_1_8b_instruct,toxicity,subtracted,0.0,0.8011150425745194,3.332747090701534,72.22900766202753,11.906393518301714,200,46.82826794752175
llama_3_1_8b_instruct,toxicity,subtracted,0.5,1.2110771356396486,6.904358347330746,72.37988324730414,12.992410879723774,200,47.09832339845836
llama_3_1_8b_instruct,toxicity,subtracted,1.0,0.8773364691270583,4.312687616787635,71.99251842319153,13.322552441997528,200,46.80886416735918
llama_3_1_8b_instruct,toxicity,subtracted,1.5,1.715973713790038,8.2144849178551,72.2670154189965,12.782584539840693,200,47.13844597899908
llama_3_1_8b_instruct,toxicity,subtracted,2.0,1.0346468677590794,5.427268880820234,71.34676129277403,13.259247495074213,200,47.498299665719706
llama_3_1_8b_instruct,toxicity,subtracted,2.5,1.983898296967039,8.638618335873222,71.33200673036661,12.597968656958036,200,46.934495307107724
llama_3_1_8b_instruct,toxicity,single_variant,0.0,0.5974815362023442,2.4377993758264083,71.98139729280227,12.265703744891486,200,47.323420686231806
llama_3_1_8b_instruct,toxicity,single_variant,0.5,0.6749786204334269,2.94958222952231,71.60371793995695,13.540041002769636,200,46.614958367687706
llama_3_1_8b_instruct,toxicity,single_variant,1.0,0.7191597271835484,3.286165606579349,72.4494172476314,12.675680974276029,200,45.97806532265396
llama_3_1_8b_instruct,toxicity,single_variant,1.5,1.275367025475915,5.540829947868816,71.4040975635302,12.177913375989997,200,46.30714475875004
llama_3_1_8b_instruct,toxicity,single_variant,2.0,1.5702475116348145,8.294414774682481,71.31185523467433,13.087887117425888,200,45.542547324930126
llama_3_1_8b_instruct,toxicity,single_variant,2.5,2.8840175528355227,12.248133456272017,70.69512266698199,13.151818401018586,200,45.775360608138804
llama_3_1_8b_instruct,dramatic,standard,0.0,26.436819901214193,24.260263268115995,72.01288017871835,12.810436941580937,200,42.24221991723725
llama_3_1_8b_instruct,dramatic,standard,0.5,26.797166208564313,24.185051877909252,72.04060398516528,13.767246448724308,200,42.42373438469646
llama_3_1_8b_instruct,dramatic,standard,1.0,26.822267182215374,24.23943356722431,72.56962778812144,12.154078476031417,200,41.695059999326254
llama_3_1_8b_instruct,dramatic,standard,1.5,27.195981235889057,24.281806766056857,72.68027753260685,12.494611356449994,200,41.38561617977848
llama_3_1_8b_instruct,dramatic,standard,2.0,26.879891215399002,23.906830474813507,72.52420436118582,12.686819438565255,200,41.53909314933918
llama_3_1_8b_instruct,dramatic,standard,2.5,27.270709540698,24.86625274103943,71.93117262976614,11.591551551692113,200,42.26141317917613
llama_3_1_8b_instruct,dramatic,averaged,0.0,26.499111566578893,24.306036162892656,72.31753750234185,12.70171759123602,200,41.38804106021077
llama_3_1_8b_instruct,dramatic,averaged,0.5,26.29222843554221,24.088031408703447,71.90357029081451,12.949916065279327,200,41.86644944554846
llama_3_1_8b_instruct,dramatic,averaged,1.0,26.84103428505416,24.440263537582673,72.31273611935156,12.23710674921936,200,41.926225539476874
llama_3_1_8b_instruct,dramatic,averaged,1.5,27.195845844887284,24.128656414668235,71.68757036958624,12.87633409242825,200,42.24019501880631
llama_3_1_8b_instruct,dramatic,averaged,2.0,27.41884713917097,24.773697253511273,72.0624898461915,13.121997372857999,200,42.06539320356646
llama_3_1_8b_instruct,dramatic,averaged,2.5,28.167087850342604,25.229492997280538,71.93627603948116,13.081065815656157,200,41.67308117443689
llama_3_1_8b_instruct,dramatic,subtracted,0.0,27.177642645817922,25.02449101321826,71.84457074263673,12.500555345459713,200,41.6526512119002
llama_3_1_8b_instruct,dramatic,subtracted,0.5,27.631736023416526,24.295423635936324,71.49638013523094,13.732518969288476,200,42.98911087175303
llama_3_1_8b_instruct,dramatic,subtracted,1.0,25.599282631390306,23.244138476087628,72.18051348704748,13.220732622310994,200,42.55343348171499
llama_3_1_8b_instruct,dramatic,subtracted,1.5,27.14737846118218,24.583851426760056,71.89947347831105,12.568166718695158,200,42.74246966211543
llama_3_1_8b_instruct,dramatic,subtracted,2.0,26.792036044212786,24.025057389207838,71.72964134829988,12.731790055867318,200,41.16849458590167
llama_3_1_8b_instruct,dramatic,subtracted,2.5,27.224781166579486,24.893015336402215,71.45581452541632,12.617730370969399,200,41.19351039983386
llama_3_1_8b_instruct,dramatic,single_variant,0.0,25.93595547911269,23.764899723241296,73.55197349258714,11.781130669022657,200,41.84245899849017
llama_3_1_8b_instruct,dramatic,single_variant,0.5,26.70326045894061,24.01022159696506,71.72667827847646,12.333251693470759,200,42.40854614651364
llama_3_1_8b_instruct,dramatic,single_variant,1.0,27.377266559998795,25.158230626224178,72.19668949296744,12.84715047469775,200,41.60636843114546
llama_3_1_8b_instruct,dramatic,single_variant,1.5,25.850409722607665,23.83192266721862,71.36147592411062,12.927315058214164,200,42.029738202283035
llama_3_1_8b_instruct,dramatic,single_variant,2.0,28.44924721678446,25.738452329621822,72.27670303906622,12.800195592381883,200,41.91830515705533
llama_3_1_8b_instruct,dramatic,single_variant,2.5,27.167577078984177,24.901723042409525,71.39744473892586,13.888180331823953,200,41.42822918808582
llama_3_1_8b_instruct,formality,standard,0.0,75.54788622309607,17.523041728968373,72.72447183677262,12.226233453802058,200,31.32584579585158
llama_3_1_8b_instruct,formality,standard,0.5,77.8811337458514,15.95451963851166,72.51762443405953,12.220594788816067,200,32.46729819563778
llama_3_1_8b_instruct,formality,standard,1.0,78.98556270266812,15.278463115828828,72.12164245918865,12.638484248337955,200,32.536077980441796
llama_3_1_8b_instruct,formality,standard,1.5,79.14418422987598,14.84259032536619,71.17949173823031,12.576404532262567,200,32.52093799778571
llama_3_1_8b_instruct,formality,standard,2.0,82.18502375441544,11.18590736616459,72.64459612421653,11.942935345558002,200,32.65211885768217
llama_3_1_8b_instruct,formality,standard,2.5,83.76665032051825,9.248198522070448,72.12002926187506,12.023987726336614,200,32.37143591811598
llama_3_1_8b_instruct,formality,averaged,0.0,72.97547243110604,19.132571879271897,71.90751146180884,11.953704500252954,200,32.236547803788376
llama_3_1_8b_instruct,formality,averaged,0.5,77.04515743894132,17.158970232001924,72.76796562544553,11.508669098240317,200,31.761239771196852
llama_3_1_8b_instruct,formality,averaged,1.0,79.94316501499563,13.546554739975019,72.22821186661646,12.335295573279058,200,32.492804917342546
llama_3_1_8b_instruct,formality,averaged,1.5,80.59003896483785,13.259639087191443,72.29155216002759,12.449762391352792,200,32.067041533949364
llama_3_1_8b_instruct,formality,averaged,2.0,81.34565182571343,12.423346381765674,72.71530311562897,12.872601184832408,200,31.971320029760562
llama_3_1_8b_instruct,formality,averaged,2.5,83.67620906190339,8.535580871631272,72.54765747430687,12.850987771430182,200,32.17772230489098
llama_3_1_8b_instruct,formality,subtracted,0.0,74.73699835637373,18.098677944479526,71.22633706803047,13.024102192058836,200,32.58510390154656
llama_3_1_8b_instruct,formality,subtracted,0.5,75.90090256118243,17.419356028332007,73.05048493368332,12.218306082053697,200,31.57771717364924
llama_3_1_8b_instruct,formality,subtracted,1.0,77.31542365309845,16.33327755584856,72.7878875086466,11.886426302663692,200,32.14403415805319
llama_3_1_8b_instruct,formality,subtracted,1.5,76.22281611114236,16.774852807002365,72.3259162297427,12.608225319030549,200,32.46897767003814
llama_3_1_8b_instruct,formality,subtracted,2.0,77.19978544349564,17.94805951852178,72.74562430135943,12.809719138451648,200,32.38459259758725
llama_3_1_8b_instruct,formality,subtracted,2.5,79.04803951961316,14.884165437977462,70.98217377621067,13.627169375983396,200,32.79065446005246
llama_3_1_8b_instruct,formality,single_variant,0.0,74.34967951358772,19.055204301223572,72.75414297588604,11.53390947276912,200,32.10580372539003
llama_3_1_8b_instruct,formality,single_variant,0.5,76.36537302362798,16.750575082752643,72.03703932017424,13.56170293940196,200,32.06876412780021
llama_3_1_8b_instruct,formality,single_variant,1.0,79.71791333143145,13.325208501971286,72.35352264832329,12.522983063017895,200,32.38184797358844
llama_3_1_8b_instruct,formality,single_variant,1.5,80.53267912801357,12.705247938147226,72.37824076690599,12.010677964259202,200,32.00324213618775
llama_3_1_8b_instruct,formality,single_variant,2.0,81.84610553042897,12.072001530170784,72.56821423344321,11.842690786201098,200,32.31930689989993
llama_3_1_8b_instruct,formality,single_variant,2.5,84.14694176456779,6.493027543567081,71.34614613415944,13.482330171171023,200,32.24536209578791
llama_3_1_8b_instruct,verbosity,standard,0.0,81.79593057432899,11.270028384964276,71.8000639324749,12.958865010571891,200,30.559171465257986
llama_3_1_8b_instruct,verbosity,standard,0.5,83.00768992929649,8.24688688700318,72.5435480785991,12.244762634899015,200,30.222587835294263
llama_3_1_8b_instruct,verbosity,standard,1.0,81.99357143443696,11.095174371559079,72.22334028977274,13.419183731968758,200,30.681092576969416
llama_3_1_8b_instruct,verbosity,standard,1.5,82.34394536924714,11.132171939784111,72.18996946348639,13.207953639153313,200,29.856970341250207
llama_3_1_8b_instruct,verbosity,standard,2.0,82.44336003395955,11.331846681662432,71.35359349667316,12.921928324821334,200,31.33051175174153
llama_3_1_8b_instruct,verbosity,standard,2.5,82.0279574295038,11.033892547098695,71.11677711060948,13.314910689018438,200,31.361440759178105
llama_3_1_8b_instruct,verbosity,averaged,0.0,81.36698700010967,11.801307538515761,72.25567952254022,13.256619151433728,200,30.791414242951976
llama_3_1_8b_instruct,verbosity,averaged,0.5,81.57197537663623,11.43287078099346,72.37501601976969,12.753619187946672,200,30.477832167805587
llama_3_1_8b_instruct,verbosity,averaged,1.0,81.94522432548617,11.693603940410963,71.36609621346598,12.409543584764487,200,30.768151273216727
llama_3_1_8b_instruct,verbosity,averaged,1.5,82.32532041266626,10.482384422821102,71.3344854120335,12.828594372549508,200,31.079991497500885
llama_3_1_8b_instruct,verbosity,averaged,2.0,82.69054087834333,9.054342441418484,71.74264213392982,12.087834644275176,200,30.88799350378282
llama_3_1_8b_instruct,verbosity,averaged,2.5,82.21537058500388,10.965456851856342,71.30279436012867,12.910390540696548,200,31.04943730643364
llama_3_1_8b_instruct,verbosity,subtracted,0.0,81.95561927250097,11.038089554822696,71.7436204320971,13.296999309282612,200,31.771541167567072
llama_3_1_8b_instruct,verbosity,subtracted,0.5,82.45666038132707,9.748650347648727,72.26618906638394,12.402950199431984,200,30.956543598832365
llama_3_1_8b_instruct,verbosity,subtracted,1.0,82.10144682471244,10.623986357375589,72.13630127619028,12.195661901837234,200,30.153047349503776
llama_3_1_8b_instruct,verbosity,subtracted,1.5,82.06665572058671,11.66659086156166,72.02503001208036,13.57175879354487,200,29.094890861348073
llama_3_1_8b_instruct,verbosity,subtracted,2.0,81.68477148063987,10.851970615941852,70.62272980424507,12.89309967619578,200,29.402012560598575
llama_3_1_8b_instruct,verbosity,subtracted,2.5,82.01497533647536,10.206324689253252,71.20214380011578,12.94103444379509,200,29.053383549294516
llama_3_1_8b_instruct,verbosity,single_variant,0.0,82.28629791422856,10.60632301526985,72.145566345721,12.112929924709471,200,30.8850259518881
llama_3_1_8b_instruct,verbosity,single_variant,0.5,81.5134276633954,11.924156556428741,71.85468846986214,13.728017417077345,200,30.179409842721952
llama_3_1_8b_instruct,verbosity,single_variant,1.0,82.64229878962429,11.083343771740239,71.84501907461136,13.093588645951513,200,30.582117182925554
llama_3_1_8b_instruct,verbosity,single_variant,1.5,82.43860633416955,10.699451107534145,71.22564530397995,13.156741964216755,200,30.068000960953448
llama_3_1_8b_instruct,verbosity,single_variant,2.0,81.93085982085928,11.402170238197913,70.69929013564624,13.151073417564646,200,31.59834113339387
llama_3_1_8b_instruct,verbosity,single_variant,2.5,82.25082868503492,9.88076266395532,71.95356514331822,12.657461103929444,200,31.47509325292562
